"Habitat","Country","Area","Zone"
"Shelf","Dominican Republic",10358.77832,"Oceanic"
"Shelf","Pakistan",51480.45313,"Oceanic"
"Shelf","Australia",2065363.25,"Oceanic"
"Shelf","Lebanon",1031.862427,"Oceanic"
"Shelf","Solomon Is.",25674.95703,"Oceanic"
"Shelf","Gibraltar",28.65260315,"Oceanic"
"Shelf","Latvia",28941.43359,"Oceanic"
"Shelf","Svalbard",386128.3438,"Oceanic"
"Shelf","Uruguay",68677.89063,"Oceanic"
"Shelf","South Georgia & the South Sandwich Is.",39251.23047,"Oceanic"
"Shelf","Haiti",4832.828125,"Oceanic"
"Shelf","Kenya",6889.355469,"Oceanic"
"Shelf","Brazil",744459.1875,"Oceanic"
"Shelf","St. Kitts & Nevis",673.5710449,"Oceanic"
"Shelf","Comoros",1166.289795,"Oceanic"
"Shelf","Niue",187.0170746,"Oceanic"
"Shelf","Syria",732.2404785,"Oceanic"
"Shelf","Senegal",23266.97852,"Oceanic"
"Shelf","Guatemala",15655.44824,"Oceanic"
"Shelf","Tanzania",16254.46777,"Oceanic"
"Shelf","Saint Maarten",146.1237335,"Oceanic"
"Shelf","Poland",34303.84766,"Oceanic"
"Shelf","Yemen",54766.47266,"Oceanic"
"Shelf","Ecuador",37958.78906,"Oceanic"
"Shelf","France",167851.2344,"Oceanic"
"Shelf","Vanuatu",5854.235352,"Oceanic"
"Shelf","Mexico",435230.7188,"Oceanic"
"Shelf","Cook Is.",1179.009277,"Oceanic"
"Shelf","Estonia",36292.16406,"Oceanic"
"Shelf","Jamaica",12780.62305,"Oceanic"
"Shelf","Cayman Is.",384.3884277,"Oceanic"
"Shelf","Honduras",60910.36719,"Oceanic"
"Shelf","Virgin Islands, British",2954.537598,"Oceanic"
"Shelf","Kuwait",12080.24219,"Oceanic"
"Shelf","Brunei",8999.777344,"Oceanic"
"Shelf","Nigeria",41581.23828,"Oceanic"
"Shelf","Venezuela",112325.3047,"Oceanic"
"Shelf","Singapore",635.2290649,"Oceanic"
"Shelf","Guadeloupe",2111.71875,"Oceanic"
"Shelf","Montenegro",3854.501709,"Oceanic"
"Shelf","Reunion",549.7266235,"Oceanic"
"Shelf","Jersey",2938.373535,"Oceanic"
"Shelf","Sri Lanka",30417.01953,"Oceanic"
"Shelf","Equatorial Guinea",11006.66992,"Oceanic"
"Shelf","Netherlands",80320.95313,"Oceanic"
"Shelf","Cameroon",11254.36328,"Oceanic"
"Shelf","Greenland",920230.375,"Oceanic"
"Shelf","Finland",81172.3125,"Oceanic"
"Shelf","French Polynesia",25096.31445,"Oceanic"
"Shelf","Ukraine",80455.45313,"Oceanic"
"Shelf","Tunisia",73946.73438,"Oceanic"
"Shelf","Panama",50533.375,"Oceanic"
"Shelf","Costa Rica",18803.26953,"Oceanic"
"Shelf","Jordan",18.70176697,"Oceanic"
"Shelf","Maldives",25697.36328,"Oceanic"
"Shelf","Morocco",59569.91406,"Oceanic"
"Shelf","Cape Verde",3869.080322,"Oceanic"
"Shelf","Guernsey",8656.720703,"Oceanic"
"Shelf","Mozambique",76937.16406,"Oceanic"
"Shelf","Spain",73969.67969,"Oceanic"
"Shelf","Guyana",50780.71484,"Oceanic"
"Shelf","Denmark",104248.9844,"Oceanic"
"Shelf","Turkey",48187.71094,"Oceanic"
"Shelf","Somalia",42892.33984,"Oceanic"
"Shelf","Taiwan",80408.90625,"Oceanic"
"Shelf","British Indian Ocean Territory",19395.74414,"Oceanic"
"Shelf valley","Italy",2736.506836,"Oceanic"
"Shelf valley","Namibia",4398.306152,"Oceanic"
"Shelf valley","Costa Rica",537.1855469,"Oceanic"
"Shelf valley","Madagascar",1138.600342,"Oceanic"
"Shelf valley","Romania",311.5427246,"Oceanic"
"Shelf valley","Sweden",30802.2168,"Oceanic"
"Shelf valley","Papua New Guinea",4912.297363,"Oceanic"
"Shelf valley","Canada",1209719.625,"Oceanic"
"Shelf valley","New Zealand",1391.739258,"Oceanic"
"Shelf valley","Congo, DRC",318.108551,"Oceanic"
"Shelf valley","Peru",1310.314453,"Oceanic"
"Shelf valley","Falkland Islands",20690.40234,"Oceanic"
"Shelf valley","St. Pierre & Miquelon",2422.557861,"Oceanic"
"Shelf valley","Vietnam",3020.911133,"Oceanic"
"Shelf valley","Norway",298968.4688,"Oceanic"
"Shelf valley","Bangladesh",3354.737793,"Oceanic"
"Shelf valley","El Salvador",240.2335968,"Oceanic"
"Shelf valley","Tanzania",1727.397217,"Oceanic"
"Shelf valley","Panama",1060.843628,"Oceanic"
"Shelf valley","Spain",847.2471924,"Oceanic"
"Shelf valley","North Korea",659.574707,"Oceanic"
"Shelf valley","Liberia",1132.311157,"Oceanic"
"Shelf valley","Turkey",699.4487915,"Oceanic"
"Shelf valley","Uruguay",2192.993164,"Oceanic"
"Shelf valley","United Arab Emirates",353.1497498,"Oceanic"
"Shelf valley","Iran",7514.152832,"Oceanic"
"Shelf valley","Montenegro",104.001976,"Oceanic"
"Shelf valley","United States",186012.5156,"Oceanic"
"Shelf valley","Iceland",41158.55078,"Oceanic"
"Shelf valley","Croatia",1621.335693,"Oceanic"
"Shelf valley","Guatemala",278.3996582,"Oceanic"
"Shelf valley","Congo",406.4458008,"Oceanic"
"Shelf valley","Malaysia",10130.60352,"Oceanic"
"Shelf valley","Estonia",3202.990723,"Oceanic"
"Shelf valley","Trinidad & Tobago",1265.507324,"Oceanic"
"Shelf valley","Aruba",120.3874588,"Oceanic"
"Shelf valley","Cameroon",246.050415,"Oceanic"
"Shelf valley","Faroe Is.",2718.000732,"Oceanic"
"Shelf valley","Portugal",555.6717529,"Oceanic"
"Shelf valley","United Kingdom",50203.77734,"Oceanic"
"Shelf valley","Mexico",17950.51758,"Oceanic"
"Shelf valley","Greenland",356626.3125,"Oceanic"
"Shelf valley","Latvia",6557.457031,"Oceanic"
"Shelf valley","Lithuania",8.170580864,"Oceanic"
"Shelf valley","Mauritania",337.9716187,"Oceanic"
"Shelf valley","Singapore",130.9893646,"Oceanic"
"Shelf valley","Guinea",5004.875977,"Oceanic"
"Shelf valley","Western Sahara",1874.340332,"Oceanic"
"Shelf valley","French Guinea",1846.618286,"Oceanic"
"Shelf valley","Tunisia",6570.586914,"Oceanic"
"Shelf valley","Russia",772245.6875,"Oceanic"
"Shelf valley","Libya",4739.038086,"Oceanic"
"Shelf valley","Thailand",4.659131527,"Oceanic"
"Shelf valley","Indonesia",48873.83594,"Oceanic"
"Shelf valley","Finland",9673.919922,"Oceanic"
"Shelf valley","Venezuela",2086.77417,"Oceanic"
"Shelf valley","Guinea-Bissau",2743.13501,"Oceanic"
"Shelf valley","Svalbard",140487.0938,"Oceanic"
"Shelf valley","Belize",310.4157715,"Oceanic"
"Shelf valley","Gibraltar",6.800352573,"Oceanic"
"Shelf valley","Algeria",12.47548389,"Oceanic"
"Shelf valley","Eritrea",9080.287109,"Oceanic"
"Shelf valley","South Africa",5510.217773,"Oceanic"
"Shelf valley","Denmark",2919.14917,"Oceanic"
"Shelf valley","Egypt",880.180603,"Oceanic"
"Shelf valley","Pakistan",754.4484863,"Oceanic"
"Shelf valley","New Caledonia",8.010759354,"Oceanic"
"Shelf valley","Japan",5835.958008,"Oceanic"
"Shelf valley","Morocco",908.4036865,"Oceanic"
"Shelf valley","Sri Lanka",26.83703995,"Oceanic"
"Shelf valley","Poland",1864.31665,"Oceanic"
"Shelf valley","Yemen",3530.391357,"Oceanic"
"Shelf valley","Nigeria",1346.93042,"Oceanic"
"Shelf valley","Sierra Leone",3129.297363,"Oceanic"
"Shelf valley","Malta",733.1707153,"Oceanic"
"Shelf valley","Colombia",1993.368652,"Oceanic"
"Shelf valley","Gabon",2175.326416,"Oceanic"
"Shelf valley","Guernsey",169.9756012,"Oceanic"
"Shelf valley","Equatorial Guinea",414.258606,"Oceanic"
"Shelf valley","Albania",398.0183105,"Oceanic"
"Shelf valley","Argentina",38046.85156,"Oceanic"
"Shelf valley","Cote d'Ivoire",1278.733032,"Oceanic"
"Shelf valley","Nicaragua",1004.106689,"Oceanic"
"Shelf valley","Honduras",2852.708252,"Oceanic"
"Shelf valley","Guyana",6089.536133,"Oceanic"
"Shelf valley","Greece",5693.154785,"Oceanic"
"Shelf valley","Antarctica",1137364,"Oceanic"
"Shelf valley","China",9389.527344,"Oceanic"
"Shelf valley","Kenya",423.0440674,"Oceanic"
"Shelf valley","Bulgaria",1016.661987,"Oceanic"
"Shelf valley","Djibouti",60.92498016,"Oceanic"
"Shelf valley","Oman",3417.481934,"Oceanic"
"Shelf valley","Myanmar",14827.77734,"Oceanic"
"Shelf valley","Ukraine",416.8682556,"Oceanic"
"Shelf valley","Solomon Is.",578.0296021,"Oceanic"
"Shelf valley","Ecuador",2127.410889,"Oceanic"
"Shelf valley","Philippines",31730.87109,"Oceanic"
"Shelf valley","Australia",35249.42969,"Oceanic"
"Shelf valley","Brazil",21917.54492,"Oceanic"
"Shelf valley","Somalia",814.5976563,"Oceanic"
"Shelf valley","Angola",522.6054077,"Oceanic"
"Shelf valley","France",7256.869629,"Oceanic"
"Shelf valley","Saudi Arabia",7319.239258,"Oceanic"
"Shelf valley","Ghana",1448.29187,"Oceanic"
"Shelf valley","India",9801.391602,"Oceanic"
"Shelf valley","Mozambique",752.3549805,"Oceanic"
"Shelf valley","Taiwan",5852.910156,"Oceanic"
"Shelf valley","Senegal",277.766449,"Oceanic"
"Shelf valley","Netherlands",225.6106415,"Oceanic"
"Shelf valley","Ireland",10096.87305,"Oceanic"
"Shelf valley","South Korea",9746.65625,"Oceanic"
"Shelf valley","Chile",51549.04297,"Oceanic"
"Sills","Solomon Is.",114.8153915,"Oceanic"
"Sills","Chile",166.2226715,"Oceanic"
"Sills","Eritrea",24.43408966,"Oceanic"
"Sills","Barbados",34.05416489,"Oceanic"
"Sills","Grenada",259.765686,"Oceanic"
"Sills","Timor-Leste",14.47414303,"Oceanic"
"Sills","Greenland",4097.146973,"Oceanic"
"Sills","Ecuador",2.644976854,"Oceanic"
"Sills","Falkland Islands",432.8954468,"Oceanic"
"Sills","Russia",4351.263672,"Oceanic"
"Sills","Svalbard",793.4125366,"Oceanic"
"Sills","Canada",3601.75415,"Oceanic"
"Sills","Iceland",121.9556961,"Oceanic"
"Sills","Antarctica",5141.415527,"Oceanic"
"Sills","Tonga",34.17987061,"Oceanic"
"Sills","Cuba",115.6569977,"Oceanic"
"Sills","British Indian Ocean Territory",472.699707,"Oceanic"
"Sills","Northern Mariana Islands-Guam",123.8027191,"Oceanic"
"Sills","Venezuela",213.4394836,"Oceanic"
"Sills","Mexico",111.5434341,"Oceanic"
"Sills","New Caledonia",1.227943659,"Oceanic"
"Sills","Japan",187.1060333,"Oceanic"
"Sills","Norway",841.1096802,"Oceanic"
"Sills","Malta",9.507021904,"Oceanic"
"Sills","Virgin Islands, British",19.14774323,"Oceanic"
"Sills","Indonesia",387.539093,"Oceanic"
"Sills","Belize",75.78766632,"Oceanic"
"Sills","Turkey",9.823358536,"Oceanic"
"Sills","Denmark",4.978640079,"Oceanic"
"Sills","Morocco",0.963125527,"Oceanic"
"Sills","Malaysia",700.9633789,"Oceanic"
"Sills","Brazil",17.20901108,"Oceanic"
"Sills","Philippines",191.3751831,"Oceanic"
"Sills","Jamaica",214.1460571,"Oceanic"
"Sills","Dominican Republic",31.79160309,"Oceanic"
"Sills","Tunisia",7.393854618,"Oceanic"
"Sills","Oman",21.93336868,"Oceanic"
"Sills","United Kingdom",136.3795166,"Oceanic"
"Sills","South Korea",428.7195129,"Oceanic"
"Sills","Haiti",242.4685211,"Oceanic"
"Sills","Australia",11660.63184,"Oceanic"
"Sills","Greece",91.55505371,"Oceanic"
"Sills","Argentina",224.9977112,"Oceanic"
"Sills","Faroe Is.",620.2062378,"Oceanic"
"Sills","St. Lucia",103.8852692,"Oceanic"
"Sills","Vanuatu",129.5289154,"Oceanic"
"Sills","United States",1208.065063,"Oceanic"
"Sills","Egypt",0.638578594,"Oceanic"
"Sills","Seychelles",29.86198044,"Oceanic"
"Sills","Portugal",241.7119293,"Oceanic"
"Slope","Guadeloupe",11664.2334,"Oceanic"
"Slope","Greenland",313263.1875,"Oceanic"
"Slope","Aruba",8157.185547,"Oceanic"
"Slope","Kenya",31186.10742,"Oceanic"
"Slope","Turks & Caicos Is.",16618.50586,"Oceanic"
"Slope","United Arab Emirates",1278.012695,"Oceanic"
"Slope","Montenegro",2037.28894,"Oceanic"
"Slope","Algeria",27216.31055,"Oceanic"
"Slope","Jordan",50.24471664,"Oceanic"
"Slope","South Georgia & the South Sandwich Is.",79362.07031,"Oceanic"
"Slope","Norway",83976.30469,"Oceanic"
"Slope","Martinique",8767.300781,"Oceanic"
"Slope","Dominica",5464.114746,"Oceanic"
"Slope","St. Lucia",6189.441406,"Oceanic"
"Slope","Guatemala",18462.68945,"Oceanic"
"Slope","Georgia",13837.37598,"Oceanic"
"Slope","Cape Verde",57706.3125,"Oceanic"
"Slope","Bermuda",12461.50195,"Oceanic"
"Slope","United States Minor Outlying Islands",107705.9063,"Oceanic"
"Slope","Namibia",207669.5469,"Oceanic"
"Slope","Pakistan",39417.07813,"Oceanic"
"Slope","Guyana",47807,"Oceanic"
"Slope","Saint Helena, Ascension en Tristan da Cunha",33843.00391,"Oceanic"
"Slope","French Polynesia",226165.6563,"Oceanic"
"Slope","Netherlands Antilles",1763.880127,"Oceanic"
"Slope","Argentina",134486.4531,"Oceanic"
"Slope","Cocos Is.",6282.893066,"Oceanic"
"Slope","Dominican Republic",33563.91797,"Oceanic"
"Slope","Lebanon",3077.385986,"Oceanic"
"Slope","Grenada",13410.20117,"Oceanic"
"Slope","Yemen",106478.9063,"Oceanic"
"Slope","Madagascar",195406.4063,"Oceanic"
"Slope","Saint Maarten",345.8782043,"Oceanic"
"Slope","Bouvet I.",4440.899902,"Oceanic"
"Slope","Mauritius",141480.3438,"Oceanic"
"Slope","Togo",1761.264038,"Oceanic"
"Slope","Venezuela",100485.8359,"Oceanic"
"Slope","Cyprus",19303.74023,"Oceanic"
"Slope","Nigeria",34212.06641,"Oceanic"
"Slope","Guinea-Bissau",20656.32422,"Oceanic"
"Slope","Solomon Is.",124160.9453,"Oceanic"
"Slope","Tonga",127902.5703,"Oceanic"
"Slope","Western Sahara",64735.78125,"Oceanic"
"Slope","Philippines",363638.2813,"Oceanic"
"Slope","Italy",151747.1563,"Oceanic"
"Slope","Cuba",59609.08984,"Oceanic"
"Slope","United States",1227700.125,"Oceanic"
"Slope","Bulgaria",13226.6709,"Oceanic"
"Slope","Albania",4251.162598,"Oceanic"
"Slope","Indonesia",1545335.125,"Oceanic"
"Slope","Tanzania",36348.33203,"Oceanic"
"Slope","Turkey",63341.70313,"Oceanic"
"Slope","Marshall Is.",111874.1094,"Oceanic"
"Slope","Brazil",479658.0625,"Oceanic"
"Slope","Vietnam",57119.12891,"Oceanic"
"Slope","Liberia",32946.65625,"Oceanic"
"Slope","Niue",6014.593262,"Oceanic"
"Slope","Saudi Arabia",42690.90234,"Oceanic"
"Slope","Antarctica",577951.875,"Oceanic"
"Slope","Portugal",105489.7578,"Oceanic"
"Slope","Iran",43507.02344,"Oceanic"
"Slope","Nauru",2116.96875,"Oceanic"
"Slope","Trinidad & Tobago",19809.69922,"Oceanic"
"Slope","Montserrat",4329.342773,"Oceanic"
"Slope","Haiti",29045.88086,"Oceanic"
"Slope","Japan",782730.25,"Oceanic"
"Slope","Mozambique",125448.0703,"Oceanic"
"Slope","Christmas I.",5108.10498,"Oceanic"
"Slope","Belize",9925.095703,"Oceanic"
"Slope","Timor-Leste",31661.36328,"Oceanic"
"Slope","Northern Mariana Islands-Guam",22330.63477,"Oceanic"
"Slope","Croatia",3751.282471,"Oceanic"
"Slope","Costa Rica",32337.42578,"Oceanic"
"Slope","Maldives",49904.95313,"Oceanic"
"Slope","Russia",1217274.875,"Oceanic"
"Slope","Seychelles",101214.1016,"Oceanic"
"Slope","Saint Martin",3000.236084,"Oceanic"
"Slope","Iceland",135451.8594,"Oceanic"
"Slope","Senegal",22251.03516,"Oceanic"
"Slope","Chile",355279.7813,"Oceanic"
"Slope","Benin",3365.536865,"Oceanic"
"Slope","St. Pierre & Miquelon",1078.94873,"Oceanic"
"Slope","Mauritania",19290.7793,"Oceanic"
"Slope","Libya",125801.5625,"Oceanic"
"Slope","Australia",1148684.25,"Oceanic"
"Slope","Gambia",2320.828125,"Oceanic"
"Slope","Papua New Guinea",309432.1875,"Oceanic"
"Slope","Puerto Rico",30128.43164,"Oceanic"
"Slope","French Southern & Antarctic Lands",258158.0156,"Oceanic"
"Slope","Malaysia",39638.82422,"Oceanic"
"Slope","Panama",80859.42969,"Oceanic"
"Slope","New Caledonia",113011.9922,"Oceanic"
"Slope","Vanuatu",64884.41016,"Oceanic"
"Slope","Saint Vincent and the Gredines",9667.929688,"Oceanic"
"Slope","Cote d'Ivoire",28052.27344,"Oceanic"
"Slope","China",33902.85938,"Oceanic"
"Slope","Sudan",18778.35547,"Oceanic"
"Slope","Mayotte",12227.39648,"Oceanic"
"Slope","Fiji",91990.44531,"Oceanic"
"Slope","Sri Lanka",39080.66797,"Oceanic"
"Slope","Angola",61360.96875,"Oceanic"
"Slope","Djibouti",4702.40332,"Oceanic"
"Slope","Faroe Is.",119757.0547,"Oceanic"
"Slope","Romania",5616.737305,"Oceanic"
"Slope","Congo",6258.679688,"Oceanic"
"Slope","Somalia",223718.5625,"Oceanic"
"Slope","Pitcairn Is.",8407.455078,"Oceanic"
"Slope","St. Kitts & Nevis",4642.240234,"Oceanic"
"Slope","Eritrea",14055.12109,"Oceanic"
"Slope","Oman",60521.60547,"Oceanic"
"Slope","Svalbard",73427.38281,"Oceanic"
"Slope","Ukraine",21242.21484,"Oceanic"
"Slope","Cayman Is.",4684.643066,"Oceanic"
"Slope","Tunisia",22906.6875,"Oceanic"
"Slope","Canada",669060.1875,"Oceanic"
"Slope","Micronesia",163844.2656,"Oceanic"
"Slope","Samoa",25913.16992,"Oceanic"
"Slope","Antigua & Barbuda",12852.08789,"Oceanic"
"Slope","Mexico",414633.2188,"Oceanic"
"Slope","Jamaica",28039.6582,"Oceanic"
"Slope","Taiwan",127825.6953,"Oceanic"
"Slope","Norfolk I.",15599.04004,"Oceanic"
"Slope","New Zealand",235549.1719,"Oceanic"
"Slope","American Samoa",29495.97266,"Oceanic"
"Slope","United States Virgin Islands",6555.489746,"Oceanic"
"Slope","South Korea",65035.87109,"Oceanic"
"Slope","Ghana",29012.54688,"Oceanic"
"Slope","Sao Tome & Principe",14353.6377,"Oceanic"
"Slope","India",328748.9375,"Oceanic"
"Slope","Cook Is.",58663.20313,"Oceanic"
"Slope","Reunion",31031.42383,"Oceanic"
"Slope","Ecuador",73958.38281,"Oceanic"
"Slope","Spain",190779.3594,"Oceanic"
"Slope","Tokelau",5603.439453,"Oceanic"
"Slope","El Salvador",18155.61523,"Oceanic"
"Slope","Cameroon",2288.942383,"Oceanic"
"Slope","Malta",33108.75,"Oceanic"
"Slope","Kiribati",44044.07813,"Oceanic"
"Slope","Ireland",102981.5625,"Oceanic"
"Slope","Greece",163507.3594,"Oceanic"
"Slope","Syria",2992.003906,"Oceanic"
"Slope","Curaçao",12917.62598,"Oceanic"
"Slope","Egypt",69749.48438,"Oceanic"
"Slope","Virgin Islands, British",4765.853027,"Oceanic"
"Slope","Morocco",85403.72656,"Oceanic"
"Slope","North Korea",32788.26172,"Oceanic"
"Slope","Anguilla",8336.365234,"Oceanic"
"Slope","Nicaragua",45173.19531,"Oceanic"
"Slope","Palau",12828.71777,"Oceanic"
"Slope","French Guinea",45491.37109,"Oceanic"
"Slope","Myanmar",89912.46094,"Oceanic"
"Slope","British Indian Ocean Territory",28812.05273,"Oceanic"
"Slope","Barbados",6805.81543,"Oceanic"
"Slope","Brunei",4136.600586,"Oceanic"
"Slope","Peru",195232.5,"Oceanic"
"Slope","South Africa",247676.9375,"Oceanic"
"Slope","The Bahamas",100505.3828,"Oceanic"
"Slope","Gibraltar",395.553009,"Oceanic"
"Slope","Comoros",21100.35352,"Oceanic"
"Slope","United Kingdom",73659.42188,"Oceanic"
"Slope","Guinea",22173.44922,"Oceanic"
"Slope","Sierra Leone",16366.29883,"Oceanic"
"Slope","Israel",11778.05566,"Oceanic"
"Slope","Tuvalu",27747.00391,"Oceanic"
"Slope","Falkland Islands",215796.9219,"Oceanic"
"Slope","Congo, DRC",2726.479736,"Oceanic"
"Slope","Colombia",115217.9219,"Oceanic"
"Slope","Bangladesh",6229.852051,"Oceanic"
"Slope","Gabon",49010.46484,"Oceanic"
"Slope","Equatorial Guinea",14724.00879,"Oceanic"
"Slope","France",68118.60938,"Oceanic"
"Slope","Honduras",41454.54297,"Oceanic"
"Slope","Spratly Islands",53269.53516,"Oceanic"
"Slope","Thailand",66958.77344,"Oceanic"
"Slope","Uruguay",27481.18945,"Oceanic"
"Spreading ridges","Antarctica",29268.43359,"Oceanic"
"Spreading ridges","Micronesia",106715.8281,"Oceanic"
"Spreading ridges","Falkland Islands",737.9161377,"Oceanic"
"Spreading ridges","Russia",16504.26367,"Oceanic"
"Spreading ridges","Oman",7897.936523,"Oceanic"
"Spreading ridges","Mauritius",54293.28516,"Oceanic"
"Spreading ridges","Panama",22072.76758,"Oceanic"
"Spreading ridges","Saint Helena, Ascension en Tristan da Cunha",60575.79297,"Oceanic"
"Spreading ridges","Japan",49955.65625,"Oceanic"
"Spreading ridges","Colombia",26351.64844,"Oceanic"
"Spreading ridges","Yemen",83293.55469,"Oceanic"
"Spreading ridges","South Georgia & the South Sandwich Is.",103151.1641,"Oceanic"
"Spreading ridges","Portugal",55742.99609,"Oceanic"
"Spreading ridges","Mexico",80512.72656,"Oceanic"
"Spreading ridges","Brazil",49843.46484,"Oceanic"
"Spreading ridges","Northern Mariana Islands-Guam",54416.74609,"Oceanic"
"Spreading ridges","Clipperton Island",12126.9668,"Oceanic"
"Spreading ridges","Cayman Is.",8520.116211,"Oceanic"
"Spreading ridges","Philippines",21379.29688,"Oceanic"
"Spreading ridges","Argentina",1042.019653,"Oceanic"
"Spreading ridges","South Africa",92129.02344,"Oceanic"
"Spreading ridges","Vanuatu",15953.89941,"Oceanic"
"Spreading ridges","Reunion",13686.18555,"Oceanic"
"Spreading ridges","Iceland",19264.82813,"Oceanic"
"Spreading ridges","United States",26772.45508,"Oceanic"
"Spreading ridges","Indonesia",20004.26758,"Oceanic"
"Spreading ridges","Chile",50501.05078,"Oceanic"
"Spreading ridges","Somalia",8780.488281,"Oceanic"
"Spreading ridges","Spain",21108.39648,"Oceanic"
"Spreading ridges","Greenland",52852.86328,"Oceanic"
"Spreading ridges","Madagascar",1148.50708,"Oceanic"
"Spreading ridges","New Caledonia",21003.71289,"Oceanic"
"Spreading ridges","Palau",35413.61719,"Oceanic"
"Spreading ridges","Fiji",44945.41797,"Oceanic"
"Spreading ridges","Svalbard",42180.40625,"Oceanic"
"Spreading ridges","Papua New Guinea",40483.83594,"Oceanic"
"Spreading ridges","Costa Rica",1445.804443,"Oceanic"
"Spreading ridges","Spratly Islands",17344.4707,"Oceanic"
"Spreading ridges","Bouvet I.",111558.1797,"Oceanic"
"Spreading ridges","French Southern & Antarctic Lands",53408.61719,"Oceanic"
"Spreading ridges","Seychelles",43137.63281,"Oceanic"
"Spreading ridges","Solomon Is.",32630.95313,"Oceanic"
"Spreading ridges","Tonga",61346.75,"Oceanic"
"Spreading ridges","Faroe Is.",11133.81543,"Oceanic"
"Spreading ridges","Australia",1696.132813,"Oceanic"
"Spreading ridges","Ecuador",40270.73828,"Oceanic"
"Spreading ridges","British Indian Ocean Territory",36411.93359,"Oceanic"
"Spreading ridges","Canada",23539.93945,"Oceanic"
"Terraces","Albania",550.519104,"Oceanic"
"Terraces","Argentina",48463.29688,"Oceanic"
"Terraces","Ukraine",285.1560974,"Oceanic"
"Terraces","Marshall Is.",999.4234009,"Oceanic"
"Terraces","Guadeloupe",345.8788147,"Oceanic"
"Terraces","Svalbard",36798.90234,"Oceanic"
"Terraces","Iceland",39095.94922,"Oceanic"
"Terraces","Netherlands Antilles",378.6502991,"Oceanic"
"Terraces","Saint Vincent and the Gredines",514.630249,"Oceanic"
"Terraces","Somalia",28193.20898,"Oceanic"
"Terraces","Algeria",2541.304199,"Oceanic"
"Terraces","New Caledonia",2242.937012,"Oceanic"
"Terraces","Tanzania",1239.365356,"Oceanic"
"Terraces","St. Kitts & Nevis",375.4296875,"Oceanic"
"Terraces","Bermuda",671.1118164,"Oceanic"
"Terraces","Faroe Is.",27720.77539,"Oceanic"
"Terraces","Mauritius",19692.19922,"Oceanic"
"Terraces","Tunisia",406.3880615,"Oceanic"
"Terraces","Puerto Rico",575.8233643,"Oceanic"
"Terraces","Tonga",5767.109375,"Oceanic"
"Terraces","Canada",26284.44141,"Oceanic"
"Terraces","Samoa",247.0936432,"Oceanic"
"Terraces","Croatia",495.3116455,"Oceanic"
"Terraces","Russia",43958.66016,"Oceanic"
"Terraces","Guatemala",145.5743408,"Oceanic"
"Terraces","Georgia",1073.257568,"Oceanic"
"Terraces","France",1025.723267,"Oceanic"
"Terraces","Norfolk I.",1493.581543,"Oceanic"
"Terraces","Libya",6571.455078,"Oceanic"
"Terraces","Venezuela",11289.83105,"Oceanic"
"Terraces","Aruba",1556.503418,"Oceanic"
"Terraces","Oman",5627.78418,"Oceanic"
"Terraces","French Guinea",6461.120117,"Oceanic"
"Terraces","Cape Verde",529.3140869,"Oceanic"
"Terraces","India",10346.82227,"Oceanic"
"Terraces","United Kingdom",5758.078125,"Oceanic"
"Terraces","Dominican Republic",544.2736816,"Oceanic"
"Terraces","Reunion",394.9828186,"Oceanic"
"Terraces","New Zealand",38198.92969,"Oceanic"
"Terraces","Trinidad & Tobago",9205.205078,"Oceanic"
"Terraces","Angola",3530.406982,"Oceanic"
"Terraces","Guinea",4355.532227,"Oceanic"
"Terraces","Vanuatu",733.9829102,"Oceanic"
"Terraces","Panama",2251.77417,"Oceanic"
"Terraces","Kenya",11113.91309,"Oceanic"
"Terraces","Sri Lanka",5540.570313,"Oceanic"
"Terraces","Vietnam",17532.16992,"Oceanic"
"Terraces","Pakistan",1903.411499,"Oceanic"
"Terraces","Ghana",3186.738525,"Oceanic"
"Terraces","Western Sahara",1982.858276,"Oceanic"
"Terraces","Australia",378120.0313,"Oceanic"
"Terraces","Peru",15386.24316,"Oceanic"
"Terraces","Norway",30262.20898,"Oceanic"
"Terraces","Mexico",38287.24609,"Oceanic"
"Terraces","Comoros",156.9312897,"Oceanic"
"Terraces","Curaçao",138.7404938,"Oceanic"
"Terraces","Belize",1.575641036,"Oceanic"
"Terraces","Sudan",7777.912109,"Oceanic"
"Terraces","Guinea-Bissau",8154.503418,"Oceanic"
"Terraces","United States",111152.6406,"Oceanic"
"Terraces","Madagascar",6885.962402,"Oceanic"
"Terraces","Nicaragua",7999.032715,"Oceanic"
"Terraces","Maldives",6732.13623,"Oceanic"
"Terraces","Mauritania",353.6803894,"Oceanic"
"Terraces","Chile",7003.118164,"Oceanic"
"Terraces","Thailand",44916.21484,"Oceanic"
"Terraces","French Southern & Antarctic Lands",50616.66016,"Oceanic"
"Terraces","Nigeria",6541.28418,"Oceanic"
"Terraces","Senegal",910.1999512,"Oceanic"
"Terraces","Costa Rica",176.131897,"Oceanic"
"Terraces","Malta",566.423584,"Oceanic"
"Terraces","Uruguay",2315.139404,"Oceanic"
"Terraces","Tuvalu",812.0018311,"Oceanic"
"Terraces","Greece",15300.19238,"Oceanic"
"Terraces","Myanmar",25653.40039,"Oceanic"
"Terraces","The Bahamas",914.3389893,"Oceanic"
"Terraces","United Arab Emirates",1163.293457,"Oceanic"
"Terraces","Antarctica",32928.94922,"Oceanic"
"Terraces","Guyana",7434.015625,"Oceanic"
